[10/4/25 08:23PM] Hank used command ::yell yes sir | Player rights = OWNER	
[10/9/25 02:27PM] Hank used command ::slayerboss | Player rights = OWNER	
[10/9/25 02:30PM] Hank used command ::spawndoom | Player rights = OWNER	
[10/9/25 02:31PM] Hank used command ::buff history hawk | Player rights = OWNER	
[10/9/25 02:31PM] Hank used command ::buff ghijf | Player rights = OWNER	
[10/9/25 02:31PM] Hank used command ::buffall | Player rights = OWNER	
[10/9/25 02:32PM] Hank used command ::perks | Player rights = OWNER	
[10/9/25 02:33PM] Hank used command ::perks 4 | Player rights = OWNER	
[10/9/25 02:33PM] Hank used command ::fillperks | Player rights = OWNER	
[10/9/25 02:33PM] Hank used command ::allperks | Player rights = OWNER	
[10/9/25 02:33PM] Hank used command ::perks 2 | Player rights = OWNER	
[10/9/25 02:33PM] Hank used command ::raindon | Player rights = OWNER	
[10/9/25 02:34PM] Hank used command ::slayon | Player rights = OWNER	
[10/9/25 02:34PM] Hank used command ::dron | Player rights = OWNER	
[10/9/25 02:36PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/9/25 02:37PM] Hank used command ::voboss | Player rights = OWNER	
[10/9/25 02:37PM] Hank used command ::vboss | Player rights = OWNER	
[10/9/25 02:37PM] Hank used command ::dropparty | Player rights = OWNER	
[10/9/25 02:37PM] Hank used command ::bank | Player rights = OWNER	
[10/9/25 02:40PM] Hank used command ::broadcast all to ::dropparty | Player rights = OWNER	
[10/9/25 02:41PM] Hank used command ::broadcast 100 all to ::dropparty | Player rights = OWNER	
[10/9/25 02:41PM] Hank used command ::find onwer | Player rights = OWNER	
[10/9/25 02:41PM] Hank used command ::find owner | Player rights = OWNER	
[10/9/25 02:42PM] Hank used command ::item 23242 | Player rights = OWNER	
[10/9/25 02:42PM] Hank used command ::item 22110 | Player rights = OWNER	
[10/9/25 02:43PM] Hank used command ::startdropparty | Player rights = OWNER	
[10/9/25 02:44PM] Hank used command ::partychest | Player rights = OWNER	
[10/9/25 02:44PM] Hank used command ::eventparty | Player rights = OWNER	
[10/9/25 02:44PM] Hank used command ::eventdropparty | Player rights = OWNER	
[10/9/25 02:45PM] Hank used command ::startdropparty | Player rights = OWNER	
[10/9/25 02:45PM] Hank used command ::event 300 | Player rights = OWNER	
[10/9/25 02:45PM] Hank used command ::event300 | Player rights = OWNER	
[10/9/25 02:46PM] Hank used command ::event owner 300 | Player rights = OWNER	
[10/9/25 02:46PM] Hank used command ::dropparty owner 300 | Player rights = OWNER	
[10/9/25 02:48PM] Hank used command ::drop balloons | Player rights = OWNER	
[10/9/25 02:49PM] Hank used command ::event 300 | Player rights = OWNER	
[10/9/25 02:50PM] Hank used command ::party | Player rights = OWNER	
[10/9/25 02:51PM] Hank used command ::::event 300 | Player rights = OWNER	
[10/9/25 02:55PM] Hank used command ::event party chest | Player rights = OWNER	
[10/9/25 02:55PM] Hank used command ::party chest | Player rights = OWNER	
[10/9/25 02:55PM] Hank used command ::event party chest | Player rights = OWNER	
[10/9/25 03:02PM] Hank used command ::start party | Player rights = OWNER	
[10/9/25 03:02PM] Hank used command ::party | Player rights = OWNER	
[10/9/25 03:02PM] Hank used command ::startchest | Player rights = OWNER	
[10/9/25 03:02PM] Hank used command ::startparty | Player rights = OWNER	
[10/9/25 03:03PM] Hank used command ::activate chest | Player rights = OWNER	
[10/9/25 03:03PM] Hank used command ::startdp | Player rights = OWNER	
[10/9/25 03:03PM] Hank used command ::dropballoons | Player rights = OWNER	
[10/9/25 03:03PM] Hank used command ::event dropparty | Player rights = OWNER	
[10/9/25 03:04PM] Hank used command ::startevent dropparty | Player rights = OWNER	
[10/9/25 03:04PM] Hank used command ::startevent drop party | Player rights = OWNER	
[10/9/25 03:04PM] Hank used command ::startevent hween | Player rights = OWNER	
[10/9/25 03:04PM] Hank used command ::startevent chest | Player rights = OWNER	
[10/9/25 03:04PM] Hank used command ::startevent boss | Player rights = OWNER	
[10/9/25 03:05PM] Hank used command ::startevent | Player rights = OWNER	
[10/9/25 03:05PM] Hank used command ::dp | Player rights = OWNER	
[10/9/25 03:05PM] Hank used command ::droparty | Player rights = OWNER	
[10/9/25 03:05PM] Hank used command ::dropparty | Player rights = OWNER	
[10/9/25 03:09PM] Hank used command ::startdropparty 300 hank | Player rights = OWNER	
[10/9/25 03:11PM] Hank used command ::startdropparty 1000 hank | Player rights = OWNER	
[10/9/25 03:11PM] Hank used command ::startdropparty hank | Player rights = OWNER	
[10/9/25 06:47PM] Hank used command ::dropparty 5 5 | Player rights = OWNER	
[10/9/25 06:51PM] Hank used command ::partychest 5 5 | Player rights = OWNER	
[10/9/25 07:00PM] Hank used command ::sp | Player rights = OWNER	
[10/9/25 07:00PM] Hank used command ::find season | Player rights = OWNER	
[10/9/25 07:00PM] Hank used command ::item 23275 | Player rights = OWNER	
[10/9/25 07:02PM] Hank used command ::home | Player rights = OWNER	
[10/10/25 05:53AM] Hank used command ::teleto twigs | Player rights = OWNER	
[10/10/25 06:08AM] Hank used command ::find fallen | Player rights = OWNER	
[10/10/25 07:35AM] Hank used command ::giveitem 23278 5 iron v33t | Player rights = OWNER	
[10/10/25 07:41AM] Hank used command ::expon | Player rights = OWNER	
[10/10/25 07:41AM] Hank used command ::perks | Player rights = OWNER	
[10/10/25 07:51AM] Hank used command ::vote | Player rights = OWNER	
[10/10/25 07:53AM] Hank used command ::dron | Player rights = OWNER	
[10/10/25 08:39AM] Hank used command ::teleto kursed | Player rights = OWNER	
[10/10/25 08:40AM] Hank used command ::bank | Player rights = OWNER	
[10/10/25 08:40AM] Hank used command ::bank | Player rights = OWNER	
[10/10/25 08:41AM] Hank used command ::giveitem 8412 1 kursed | Player rights = OWNER	
[10/10/25 08:41AM] Hank used command ::slayon | Player rights = OWNER	
[10/10/25 08:45AM] Hank used command ::staffzone | Player rights = OWNER	
[10/10/25 09:08AM] Hank used command ::yell welcome | Player rights = OWNER	
[10/10/25 09:09AM] Hank used command ::teleto vladimir | Player rights = OWNER	
[10/10/25 09:09AM] Hank used command ::bank | Player rights = OWNER	
[10/10/25 09:09AM] Hank used command ::find aoe | Player rights = OWNER	
[10/10/25 09:09AM] Hank used command ::item 3738 | Player rights = OWNER	
[10/10/25 09:10AM] Hank used command ::item 8411 | Player rights = OWNER	
[10/10/25 09:10AM] Hank used command ::giveitem 23002 5 vladimir | Player rights = OWNER	
[10/10/25 09:10AM] Hank used command ::giveitem 8411 1 vladamir | Player rights = OWNER	
[10/10/25 09:11AM] Hank used command ::giveitem 8411 1 vladimir | Player rights = OWNER	
[10/10/25 09:12AM] Hank used command ::teleto vladimir | Player rights = OWNER	
[10/10/25 09:13AM] Hank used command ::dron | Player rights = OWNER	
[10/10/25 09:13AM] Hank used command ::teleto loki | Player rights = OWNER	
[10/10/25 09:14AM] Hank used command ::yell wlecome | Player rights = OWNER	
[10/10/25 09:14AM] Hank used command ::teleto loki | Player rights = OWNER	
[10/10/25 09:14AM] Hank used command ::giveitem 23002 5 loki | Player rights = OWNER	
[10/10/25 09:15AM] Hank used command ::giveitem 8411 loki | Player rights = OWNER	
[10/10/25 09:15AM] Hank used command ::giveitem 8441 1 loki | Player rights = OWNER	
[10/10/25 09:15AM] Hank used command ::giveitem 8411 1 loki | Player rights = OWNER	
[10/10/25 09:16AM] Hank used command ::bank | Player rights = OWNER	
[10/10/25 09:17AM] Hank used command ::giveall 23020 5 | Player rights = OWNER	
[10/10/25 09:17AM] Hank used command ::giveall 18819 1 | Player rights = OWNER	
[10/10/25 09:20AM] Hank used command ::yell we are having a drop party today also for some goodies | Player rights = OWNER	
[10/10/25 09:20AM] Hank used command ::yell and boss spwans | Player rights = OWNER	
[10/10/25 09:21AM] Hank used command ::broadcast 60 dont forget to join the giveaways on discord | Player rights = OWNER	
[10/10/25 09:22AM] Hank used command ::yell staff spots are still open as well | Player rights = OWNER	
[10/10/25 09:29AM] Hank used command ::giveitem 23002 5 | Player rights = OWNER	
[10/10/25 09:29AM] Hank used command ::giveitem 23002 5 marrakech | Player rights = OWNER	
[10/10/25 09:33AM] Hank used command ::bank | Player rights = OWNER	
[10/10/25 09:40AM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/10/25 09:41AM] Hank used command ::slayon | Player rights = OWNER	
[10/10/25 09:41AM] Hank used command ::expon | Player rights = OWNER	
[10/10/25 09:41AM] Hank used command ::teleto ghijf | Player rights = OWNER	
[10/10/25 09:42AM] Hank used command ::vboss | Player rights = OWNER	
[10/10/25 09:43AM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/10/25 09:49AM] Hank used command ::spawnhellraiser | Player rights = OWNER	
[10/10/25 09:52AM] Hank used command ::spawnhellraiser | Player rights = OWNER	
[10/10/25 09:56AM] Hank used command ::spawniron | Player rights = OWNER	
[10/10/25 09:56AM] Hank used command ::spawnironman | Player rights = OWNER	
[10/10/25 09:57AM] Hank used command ::spawnim | Player rights = OWNER	
[10/10/25 09:57AM] Hank used command ::spawnhellraiser | Player rights = OWNER	
[10/10/25 09:58AM] Hank used command ::spawnhellraiser | Player rights = OWNER	
[10/10/25 09:59AM] Hank used command ::giveem spoon | Player rights = OWNER	
[10/10/25 09:59AM] Hank used command ::give em spoon | Player rights = OWNER	
[10/10/25 09:59AM] Hank used command ::giveeventmanager spoon | Player rights = OWNER	
[10/10/25 10:00AM] Hank used command ::promote spoon | Player rights = OWNER	
[10/10/25 10:00AM] Hank used command ::spawndoom | Player rights = OWNER	
[10/10/25 10:01AM] Hank used command ::slayerboss | Player rights = OWNER	
[10/10/25 10:03AM] Hank used command ::spawnnm | Player rights = OWNER	
[10/10/25 10:03AM] Hank used command ::spawnnightmare | Player rights = OWNER	
[10/10/25 10:03AM] Hank used command ::nm | Player rights = OWNER	
[10/10/25 10:06AM] Hank used command ::spawnnm | Player rights = OWNER	
[10/10/25 10:06AM] Hank used command ::spawnnightmare | Player rights = OWNER	
[10/10/25 10:06AM] Hank used command ::spawnnaraku | Player rights = OWNER	
[10/10/25 10:07AM] Hank used command ::dp | Player rights = OWNER	
[10/10/25 10:07AM] Hank used command ::dp | Player rights = OWNER	
[10/10/25 10:07AM] Hank used command ::party | Player rights = OWNER	
[10/10/25 10:09AM] Hank used command ::bank | Player rights = OWNER	
[10/10/25 10:12AM] Hank used command ::yell afk for a bit pm on discord if you need something | Player rights = OWNER	
[10/10/25 10:12AM] Hank used command ::yell it will be @::dropparty | Player rights = OWNER	
[10/10/25 10:12AM] Hank used command ::staffzone | Player rights = OWNER	
[10/10/25 12:26PM] Hank used command ::yell dropparty soon | Player rights = OWNER	
[10/10/25 12:48PM] Hank used command ::dropparty 10 10 | Player rights = OWNER	
[10/10/25 12:49PM] Hank used command ::enddropparty | Player rights = OWNER	
[10/10/25 12:50PM] Hank used command ::stopdropparty | Player rights = OWNER	
[10/10/25 12:50PM] Hank used command ::startballoons | Player rights = OWNER	
[10/10/25 12:58PM] Hank used command ::giveitem 23279 1 crotone | Player rights = OWNER	
[10/10/25 01:08PM] Hank used command ::bank | Player rights = OWNER	
[10/10/25 01:10PM] Hank used command ::givecm spoon | Player rights = OWNER	
[10/10/25 01:10PM] Hank used command ::kick spoon | Player rights = OWNER	
[10/10/25 01:16PM] Hank used command ::givehs spoon | Player rights = OWNER	
[10/10/25 01:16PM] Hank used command ::giveadmin spoon | Player rights = OWNER	
[10/10/25 01:17PM] Hank used command ::givecoowner spoon | Player rights = OWNER	
[10/10/25 01:17PM] Hank used command ::giveco spoon | Player rights = OWNER	
[10/10/25 01:17PM] Hank used command ::givemod spoon | Player rights = OWNER	
[10/10/25 01:21PM] Hank used command ::cosmetic | Player rights = OWNER	
[10/10/25 01:25PM] Hank used command ::expon | Player rights = OWNER	
[10/10/25 01:27PM] Hank used command ::spawnnm | Player rights = OWNER	
[10/10/25 03:03PM] Hank used command ::home | Player rights = OWNER	
[10/10/25 03:06PM] Hank used command ::find bond | Player rights = OWNER	
[10/10/25 03:06PM] Hank used command ::giveitem 23059 2 kursed | Player rights = OWNER	
[10/10/25 03:07PM] Hank used command ::bank | Player rights = OWNER	
[10/10/25 03:07PM] Hank used command ::giveitem 23279 1 kursed | Player rights = OWNER	
[10/10/25 03:08PM] Hank used command ::bank | Player rights = OWNER	
[10/10/25 03:15PM] Hank used command ::giveitem 23279 10 history hawk | Player rights = OWNER	
[10/10/25 03:15PM] Hank used command ::staffzone | Player rights = OWNER	
[10/10/25 03:22PM] Hank used command ::giveitem 12855 200m history hawk | Player rights = OWNER	
[10/10/25 03:23PM] Hank used command ::giveitem 12855 200000000 history hawk | Player rights = OWNER	
[10/10/25 03:33PM] Hank used command ::find bond | Player rights = OWNER	
[10/10/25 03:33PM] Hank used command ::giveitem 23060 100 history hawk | Player rights = OWNER	
[10/10/25 03:34PM] Hank used command ::giveitem 23060 20 history hawk | Player rights = OWNER	
[10/10/25 03:35PM] Hank used command ::giveitem 23059 100 history hawk | Player rights = OWNER	
[10/10/25 04:58PM] Hank used command ::players | Player rights = OWNER	
[10/10/25 07:01PM] Hank used command ::teleto bishop | Player rights = OWNER	
[10/10/25 07:01PM] Hank used command ::bishop | Player rights = OWNER	
[10/10/25 07:01PM] Hank used command ::home | Player rights = OWNER	
[10/10/25 07:10PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/10/25 07:13PM] Hank used command ::spawnvboss | Player rights = OWNER	
[10/10/25 07:13PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/10/25 07:42PM] Hank used command ::reset | Player rights = OWNER	
[10/10/25 07:42PM] Hank used command ::bank | Player rights = OWNER	
[10/10/25 07:44PM] Hank used command ::find diyos | Player rights = OWNER	
[10/10/25 07:44PM] Hank used command ::item 15874 1 | Player rights = OWNER	
[10/10/25 07:45PM] Hank used command ::bank | Player rights = OWNER	
[10/10/25 07:45PM] Hank used command ::bank | Player rights = OWNER	
[10/10/25 07:46PM] Hank used command ::find tumken | Player rights = OWNER	
[10/10/25 07:46PM] Hank used command ::find tumekn | Player rights = OWNER	
[10/10/25 07:46PM] Hank used command ::find tumeken | Player rights = OWNER	
[10/10/25 07:47PM] Hank used command ::bank | Player rights = OWNER	
[10/10/25 07:48PM] Hank used command ::iron | Player rights = OWNER	
[10/11/25 04:58AM] Hank used command ::teleto delicious | Player rights = OWNER	
[10/11/25 04:58AM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 05:00AM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 05:00AM] Hank used command ::item 10943 2 | Player rights = OWNER	
[10/11/25 05:01AM] Hank used command ::zone1 | Player rights = OWNER	
[10/11/25 05:01AM] Hank used command ::memberzone | Player rights = OWNER	
[10/11/25 05:04AM] Hank used command ::mz | Player rights = OWNER	
[10/11/25 05:06AM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 05:06AM] Hank used command ::giveall 23020 5 | Player rights = OWNER	
[10/11/25 05:06AM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/11/25 05:11AM] Hank used command ::memebersstore | Player rights = OWNER	
[10/11/25 05:13AM] Hank used command ::claim all | Player rights = OWNER	
[10/11/25 05:13AM] Hank used command ::claimall | Player rights = OWNER	
[10/11/25 05:13AM] Hank used command ::funds1 | Player rights = OWNER	
[10/11/25 05:14AM] Hank used command ::item 10942 1 | Player rights = OWNER	
[10/11/25 05:15AM] Hank used command ::item 15003 | Player rights = OWNER	
[10/11/25 05:15AM] Hank used command ::item 13101 | Player rights = OWNER	
[10/11/25 05:15AM] Hank used command ::item 20489 | Player rights = OWNER	
[10/11/25 05:15AM] Hank used command ::item 20488 | Player rights = OWNER	
[10/11/25 05:16AM] Hank used command ::item 19115  3 | Player rights = OWNER	
[10/11/25 05:16AM] Hank used command ::item 19116 5 | Player rights = OWNER	
[10/11/25 05:16AM] Hank used command ::item 19115 3 | Player rights = OWNER	
[10/11/25 05:16AM] Hank used command ::item 1114 2 | Player rights = OWNER	
[10/11/25 05:16AM] Hank used command ::item 19114 2 | Player rights = OWNER	
[10/11/25 05:18AM] Hank used command ::item 13101 | Player rights = OWNER	
[10/11/25 05:19AM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 05:20AM] Hank used command ::giveitem 23279 10 history hawk | Player rights = OWNER	
[10/11/25 05:21AM] Hank used command ::staffzone | Player rights = OWNER	
[10/11/25 05:31AM] Hank used command ::teleto blayko | Player rights = OWNER	
[10/11/25 05:32AM] Hank used command ::teleto mystima | Player rights = OWNER	
[10/11/25 05:36AM] Hank used command ::find croll | Player rights = OWNER	
[10/11/25 05:36AM] Hank used command ::item 23755 | Player rights = OWNER	
[10/11/25 05:42AM] Hank used command ::spawndoom | Player rights = OWNER	
[10/11/25 05:54AM] Hank used command ::pcon | Player rights = OWNER	
[10/11/25 05:54AM] Hank used command ::dron | Player rights = OWNER	
[10/11/25 05:54AM] Hank used command ::yell that was my bad | Player rights = OWNER	
[10/11/25 05:55AM] Hank used command ::yell ikr | Player rights = OWNER	
[10/11/25 06:02AM] Hank used command ::find master | Player rights = OWNER	
[10/11/25 06:02AM] Hank used command ::giveitem 23107 500 history hawk | Player rights = OWNER	
[10/11/25 06:09AM] Hank used command ::vote | Player rights = OWNER	
[10/11/25 06:10AM] Hank used command ::yell nice we are at 53 votes on rulocus | Player rights = OWNER	
[10/11/25 06:11AM] Hank used command ::teleto charlene | Player rights = OWNER	
[10/11/25 06:11AM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 06:12AM] Hank used command ::giveitem 23002 5 charlene | Player rights = OWNER	
[10/11/25 06:13AM] Hank used command ::giveitem 8412 charlene | Player rights = OWNER	
[10/11/25 06:13AM] Hank used command ::giveitem 8412 1 charlene | Player rights = OWNER	
[10/11/25 06:14AM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 06:14AM] Hank used command ::giveitem 23277 1 charlene | Player rights = OWNER	
[10/11/25 06:16AM] Hank used command ::yell should i make starterzone muti? | Player rights = OWNER	
[10/11/25 06:25AM] Hank used command ::update 30 | Player rights = OWNER	
[10/11/25 08:11AM] Hank used command ::teleto charlen | Player rights = OWNER	
[10/11/25 08:11AM] Hank used command ::teleto charlene | Player rights = OWNER	
[10/11/25 08:11AM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 08:11AM] Hank used command ::find instance | Player rights = OWNER	
[10/11/25 08:12AM] Hank used command ::item 23408 1 | Player rights = OWNER	
[10/11/25 08:12AM] Hank used command ::giveitem 23264 100 | Player rights = OWNER	
[10/11/25 08:12AM] Hank used command ::giveitem 23264 charlene | Player rights = OWNER	
[10/11/25 08:12AM] Hank used command ::giveall 23264 100 | Player rights = OWNER	
[10/11/25 08:13AM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 08:28AM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 08:29AM] Hank used command ::item 27020 100 | Player rights = OWNER	
[10/11/25 08:29AM] Hank used command ::item 27020 100 | Player rights = OWNER	
[10/11/25 08:30AM] Hank used command ::teleto charlene | Player rights = OWNER	
[10/11/25 08:34AM] Hank used command ::yell donation deals all weekend pm for a good deal | Player rights = OWNER	
[10/11/25 08:34AM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 08:37AM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 08:38AM] Hank used command ::item 23278 100 | Player rights = OWNER	
[10/11/25 08:39AM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 08:40AM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 08:41AM] Hank used command ::home | Player rights = OWNER	
[10/11/25 08:41AM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 08:41AM] Hank used command ::master | Player rights = OWNER	
[10/11/25 08:46AM] Hank used command ::staffzone | Player rights = OWNER	
[10/11/25 08:46AM] Hank used command ::teletome delicious | Player rights = OWNER	
[10/11/25 08:47AM] Hank used command ::givesupport delicious | Player rights = OWNER	
[10/11/25 08:48AM] Hank used command ::givehelper dliicious | Player rights = OWNER	
[10/11/25 08:48AM] Hank used command ::givesupport delicious | Player rights = OWNER	
[10/11/25 08:48AM] Hank used command ::givehelp delicious | Player rights = OWNER	
[10/11/25 08:49AM] Hank used command ::yell gz on helper rank delicious | Player rights = OWNER	
[10/11/25 08:51AM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/11/25 08:57AM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/11/25 08:58AM] Hank used command ::spawnvotebos | Player rights = OWNER	
[10/11/25 08:59AM] Hank used command ::spawnvote | Player rights = OWNER	
[10/11/25 08:59AM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/11/25 08:59AM] Hank used command ::giveitem 11426 1 history hawk | Player rights = OWNER	
[10/11/25 09:00AM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/11/25 09:02AM] Hank used command ::dron | Player rights = OWNER	
[10/11/25 09:02AM] Hank used command ::dr | Player rights = OWNER	
[10/11/25 09:09AM] Hank used command ::yell diyos wep set for sale fastes hitting weps in the game  | Player rights = OWNER	
[10/11/25 09:09AM] Hank used command ::yell with the best stats | Player rights = OWNER	
[10/11/25 09:10AM] Hank used command ::teleto oblazes | Player rights = OWNER	
[10/11/25 09:11AM] Hank used command ::teleto blazed | Player rights = OWNER	
[10/11/25 09:11AM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 09:12AM] Hank used command ::item 8412 1 | Player rights = OWNER	
[10/11/25 09:14AM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 09:15AM] Hank used command ::giveall 23278 1 | Player rights = OWNER	
[10/11/25 09:15AM] Hank used command ::yell gl | Player rights = OWNER	
[10/11/25 09:15AM] Hank used command ::spawndoom | Player rights = OWNER	
[10/11/25 09:16AM] Hank used command ::teleto run | Player rights = OWNER	
[10/11/25 09:22AM] Hank used command ::spawndoom | Player rights = OWNER	
[10/11/25 09:23AM] Hank used command ::teleto twigs | Player rights = OWNER	
[10/11/25 09:24AM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 09:29AM] Hank used command ::broadcast 100 new bosses and biss coming in tonight update | Player rights = OWNER	
[10/11/25 09:33AM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 09:33AM] Hank used command ::giveall 23020 3 | Player rights = OWNER	
[10/11/25 03:24PM] Hank used command ::teleto 25x | Player rights = OWNER	
[10/11/25 03:24PM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 03:25PM] Hank used command ::fin aoe | Player rights = OWNER	
[10/11/25 03:25PM] Hank used command ::find aoe | Player rights = OWNER	
[10/11/25 03:25PM] Hank used command ::giveitem 3738 1 20x | Player rights = OWNER	
[10/11/25 03:25PM] Hank used command ::giveitem 3738 1 25x | Player rights = OWNER	
[10/11/25 03:25PM] Hank used command ::teleto 25x | Player rights = OWNER	
[10/11/25 03:26PM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 03:26PM] Hank used command ::giveitem 23002 5 25x | Player rights = OWNER	
[10/11/25 03:26PM] Hank used command ::giveitem 23277 1 25x | Player rights = OWNER	
[10/11/25 03:30PM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 03:30PM] Hank used command ::giveitem 3 | Player rights = OWNER	
[10/11/25 03:30PM] Hank used command ::giveitem 23279 100 history hawk | Player rights = OWNER	
[10/11/25 03:37PM] Hank used command ::giveitem 22110 50 history hawk | Player rights = OWNER	
[10/11/25 03:38PM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 03:39PM] Hank used command ::find dark matter | Player rights = OWNER	
[10/11/25 03:40PM] Hank used command ::giveitem 23273 500000 history hawk | Player rights = OWNER	
[10/11/25 03:45PM] Hank used command ::yell how is everyone doing? | Player rights = OWNER	
[10/11/25 03:49PM] Hank used command ::expon | Player rights = OWNER	
[10/11/25 03:49PM] Hank used command ::dron | Player rights = OWNER	
[10/11/25 03:49PM] Hank used command ::slayon | Player rights = OWNER	
[10/11/25 03:59PM] Hank used command ::find coll | Player rights = OWNER	
[10/11/25 03:59PM] Hank used command ::giveitem 19888 1 history hawk | Player rights = OWNER	
[10/11/25 04:02PM] Hank used command ::findenraged | Player rights = OWNER	
[10/11/25 04:02PM] Hank used command ::find enraged | Player rights = OWNER	
[10/11/25 04:02PM] Hank used command ::giveitem 20400 2 history hawk | Player rights = OWNER	
[10/11/25 04:02PM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 04:03PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/11/25 04:04PM] Hank used command ::find fallen | Player rights = OWNER	
[10/11/25 04:04PM] Hank used command ::giveitem 22106 50 history hawk | Player rights = OWNER	
[10/11/25 04:25PM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 06:49PM] Hank used command ::yell who isnt afk? | Player rights = OWNER	
[10/11/25 06:50PM] Hank used command ::teleto delicious | Player rights = OWNER	
[10/11/25 06:50PM] Hank used command ::teleto blayko | Player rights = OWNER	
[10/11/25 06:50PM] Hank used command ::teleto ao | Player rights = OWNER	
[10/11/25 06:51PM] Hank used command ::teleto charlene | Player rights = OWNER	
[10/11/25 06:52PM] Hank used command ::teleto kursed | Player rights = OWNER	
[10/11/25 06:52PM] Hank used command ::teleto spoon | Player rights = OWNER	
[10/11/25 06:56PM] Hank used command ::teletome history hawk | Player rights = OWNER	
[10/11/25 07:03PM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 07:03PM] Hank used command ::giveitem 10943 1000 history hawk | Player rights = OWNER	
[10/11/25 07:06PM] Hank used command ::find hatchet | Player rights = OWNER	
[10/11/25 07:06PM] Hank used command ::giveitem 1351 history hawk | Player rights = OWNER	
[10/11/25 07:07PM] Hank used command ::item 1351 | Player rights = OWNER	
[10/11/25 07:07PM] Hank used command ::item 6739 | Player rights = OWNER	
[10/11/25 07:08PM] Hank used command ::find pickaxe | Player rights = OWNER	
[10/11/25 07:09PM] Hank used command ::giveitem 1265 1 history hawk | Player rights = OWNER	
[10/11/25 07:09PM] Hank used command ::giveitem 15259 1 history hawk | Player rights = OWNER	
[10/11/25 10:09PM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 10:09PM] Hank used command ::donate | Player rights = OWNER	
[10/11/25 10:09PM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 10:10PM] Hank used command ::item 10943 1 | Player rights = OWNER	
[10/11/25 10:10PM] Hank used command ::teleto blayko | Player rights = OWNER	
[10/11/25 10:11PM] Hank used command ::teleto blayko | Player rights = OWNER	
[10/11/25 10:12PM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 10:15PM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 10:20PM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 10:21PM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 10:23PM] Hank used command ::teletome histroy hawk | Player rights = OWNER	
[10/11/25 10:24PM] Hank used command ::teletome history hawk | Player rights = OWNER	
[10/11/25 10:28PM] Hank used command ::teleto delicous | Player rights = OWNER	
[10/11/25 10:28PM] Hank used command ::teleto delicious | Player rights = OWNER	
[10/11/25 10:29PM] Hank used command ::teleto ghijf | Player rights = OWNER	
[10/11/25 10:30PM] Hank used command ::welcome! | Player rights = OWNER	
[10/11/25 10:30PM] Hank used command ::home | Player rights = OWNER	
[10/11/25 10:30PM] Hank used command ::teleto god tier | Player rights = OWNER	
[10/11/25 10:31PM] Hank used command ::bank | Player rights = OWNER	
[10/11/25 10:32PM] Hank used command ::giveitem 8412 1 god tier | Player rights = OWNER	
[10/11/25 10:33PM] Hank used command ::giveitem 23002 5 god tier | Player rights = OWNER	
[10/11/25 10:37PM] Hank used command ::home | Player rights = OWNER	
[10/11/25 10:38PM] Hank used command ::find light ticket | Player rights = OWNER	
[10/11/25 10:38PM] Hank used command ::item 621 10000 | Player rights = OWNER	
[10/11/25 10:39PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
