[10/5/25 07:10AM] Sender: Hank, Message: Sup spoon	
[10/11/25 05:27AM] Sender: Ghijf, Message: Heloooo	
[10/11/25 05:28AM] Sender: Delicious, Message: Dm if they are afk	
[10/11/25 05:30AM] Sender: Ghijf, Message: So coins are useless right	
[10/11/25 05:49AM] Sender: Delicious, Message: We at pc	
[10/11/25 05:55AM] Sender: Ghijf, Message: How do i see hm legends raids i done for the suffering raids lol	
[10/11/25 05:56AM] Sender: Delicious, Message: Doesnt it say hm u did once i completed it?	
[10/11/25 05:56AM] Sender: Ghijf, Message: No	
[10/11/25 06:11AM] Sender: Spoon, Message: Welcome!	
[10/11/25 06:12AM] Sender: Charlene, Message: Ty :)	
[10/11/25 06:15AM] Sender: Spoon, Message: Grtz!	
[10/11/25 06:15AM] Sender: Ghijf, Message: Nice!	
[10/11/25 06:15AM] Sender: Charlene, Message: Ty :)	
[10/11/25 06:15AM] Sender: Ghijf, Message: Where u get the packs from 	
[10/11/25 06:15AM] Sender: Spoon, Message: Prob from starting the server	
[10/11/25 06:17AM] Sender: Charlene, Message: Yep it will be awsome	
[10/11/25 06:17AM] Sender: Spoon, Message: Wont hurt it i guess	
[10/11/25 06:20AM] Sender: Ghijf, Message: Why not make slayer ring make an instance for slayer tho	
[10/11/25 06:25AM] Sender: Hank, Message: Ok lets see	
[10/11/25 06:26AM] Sender: Ghijf, Message: Update?	
[10/11/25 06:27AM] Sender: Hank, Message: Starter zone it multi	
[10/11/25 06:52AM] Sender: Ghijf, Message: Ow shet my bank is full	
[10/11/25 06:54AM] Sender: Ghijf, Message: Found a way to get more space in bank lol	
[10/11/25 06:55AM] Sender: Loki, Message: Need to be able to note items so we can easily dissolve	
[10/11/25 06:55AM] Sender: Ghijf, Message: U can lol	
[10/11/25 06:56AM] Sender: Ghijf, Message: Take note items from bank and do ctr+d	
[10/11/25 06:56AM] Sender: Ghijf, Message: No problem	
[10/11/25 06:56AM] Sender: Loki, Message: Ah i see. the custom gear tho you cant note	
[10/11/25 06:56AM] Sender: Loki, Message: Im tryin	
[10/11/25 07:10AM] Sender: Charlene, Message: How to go to starter zones pls ?	
[10/11/25 07:10AM] Sender: Ghijf, Message:  ::starter	
[10/11/25 07:10AM] Sender: Charlene, Message: Ty	
[10/11/25 07:24AM] Sender: Charlene, Message: Hi there	
[10/11/25 07:24AM] Sender: Charlene, Message: Any one help me out with some mid tir gear that u have in bank	
[10/11/25 07:24AM] Sender: Charlene, Message: And not using pls ?	
[10/11/25 07:32AM] Sender: Loki, Message: Sup	
[10/11/25 07:34AM] Sender: Loki, Message: Sup	
[10/11/25 07:35AM] Sender: Ghijf, Message: Sup	
[10/11/25 07:35AM] Sender: Charlene, Message: Hi	
[10/11/25 07:35AM] Sender: Ghijf, Message: Wyd folks	
[10/11/25 07:36AM] Sender: Loki, Message: Where do u use crystal keys	
[10/11/25 07:36AM] Sender: Ghijf, Message: Klick on the ky	
[10/11/25 07:45AM] Sender: Ghijf, Message: Where do you sell like cases lol	
[10/11/25 07:45AM] Sender: Ghijf, Message: They sell for 5m but doesn't let me sell	
[10/11/25 07:48AM] Sender: Ghijf, Message: Hank	
[10/11/25 07:48AM] Sender: Charlene, Message: Any instance tokens here pls ?	
[10/11/25 07:48AM] Sender: Ghijf, Message: Why ur so innactive	
[10/11/25 07:50AM] Sender: Loki, Message: :daily	
[10/11/25 07:51AM] Sender: Blayko, Message:  anyone done the tuests	
[10/11/25 07:51AM] Sender: Blayko, Message:  quests	
[10/11/25 07:51AM] Sender: Loki, Message: Na, been in zones	
[10/11/25 07:53AM] Sender: Charlene, Message: I have noticed that its a bit hard to get gear here 	
[10/11/25 07:56AM] Sender: Delicious, Message: At dk if anyone wanna hop	
[10/11/25 07:57AM] Sender: Loki, Message: After my instance	
[10/11/25 07:57AM] Sender: Charlene, Message: Dk ? where is that pls ?	
[10/11/25 07:57AM] Sender: Loki, Message: ::dk	
[10/11/25 08:03AM] Sender: Blayko, Message:  .	
[10/11/25 08:05AM] Sender: Charlene, Message: Where can i get instance tickets pls ?	
[10/11/25 08:05AM] Sender: Blayko, Message:  is there a donor zone	
[10/11/25 08:06AM] Sender: Loki, Message:  :: whatver your rank is	
[10/11/25 08:06AM] Sender: Delicious, Message: Yeah there are dzones type like ::emerald sapphire ruby	
[10/11/25 08:06AM] Sender: Delicious, Message: Want some instances?	
[10/11/25 08:06AM] Sender: Charlene, Message: Yes pls deli	
[10/11/25 08:13AM] Sender: Loki, Message: Ty	
[10/11/25 08:19AM] Sender: Blayko, Message:  wb	
[10/11/25 08:20AM] Sender: Delicious, Message: Why are bosses giving 1m coin tokens 	
[10/11/25 08:20AM] Sender: Delicious, Message: While they are useless	
[10/11/25 08:22AM] Sender: Blayko, Message:  anyone have chilling gloves	
[10/11/25 08:35AM] Sender: Delicious, Message: When will be able to claim votes	
[10/11/25 08:35AM] Sender: Hank, Message: My dev is working on it	
[10/11/25 08:38AM] Sender: Charlene, Message: Gzz :p	
[10/11/25 08:41AM] Sender: Delicious, Message: What does diminished shards do hank	
[10/11/25 08:42AM] Sender: Hank, Message: Its make bis	
[10/11/25 08:42AM] Sender: Delicious, Message: Hm you need?	
[10/11/25 08:43AM] Sender: Delicious, Message: Cause it doesnt say when i try to claim	
[10/11/25 08:54AM] Sender: Loki, Message: ::vboss	
[10/11/25 09:10AM] Sender: History hawk, Message: Ill buy hm?	
[10/11/25 09:10AM] Sender: Hank, Message: Not for you hawk	
[10/11/25 09:11AM] Sender: Delicious, Message: Welcome!	
[10/11/25 09:11AM] Sender: Spoon, Message: Welcome!	
[10/11/25 09:11AM] Sender: Blazed, Message: Ty :d	
[10/11/25 09:14AM] Sender: Delicious, Message: Gzz	
[10/11/25 09:18AM] Sender: Spoon, Message: Anyopne got a coll ring 2?	
[10/11/25 09:18AM] Sender: History hawk, Message: I might	
[10/11/25 09:18AM] Sender: Spoon, Message: Ill give coll ring 3 for it 	
[10/11/25 09:19AM] Sender: History hawk, Message: I have 4 coll 2 rings	
[10/11/25 09:20AM] Sender: Charlene, Message: What are diety attachments pls ?	
[10/11/25 09:20AM] Sender: Delicious, Message: Gzz	
[10/11/25 09:20AM] Sender: Hank, Message: For upgrading charlene	
[10/11/25 09:20AM] Sender: Charlene, Message: Ty	
[10/11/25 09:22AM] Sender: Hank, Message: 1 more slayer boss?	
[10/11/25 09:22AM] Sender: Charlene, Message: Yes pls	
[10/11/25 09:30AM] Sender: History hawk, Message: Gz	
[10/11/25 09:30AM] Sender: Twigs, Message: Thx boss	
[10/11/25 09:33AM] Sender: Charlene, Message: Ty :)	
[10/11/25 09:33AM] Sender: Loki, Message: Ty	
[10/11/25 09:33AM] Sender: Spoon, Message: Ty	
[10/11/25 09:34AM] Sender: Hank, Message: We are at 55 votes	
[10/11/25 09:41AM] Sender: Charlene, Message: Mehhh i need helm or chaps not body :(	
[10/11/25 09:51AM] Sender: Twigs, Message: Is there a dono shop?	
[10/11/25 09:51AM] Sender: Charlene, Message: Yes ay bank	
[10/11/25 09:51AM] Sender: Charlene, Message: A guy sitting	
[10/11/25 09:59AM] Sender: Twigs, Message: I voted but not able to claim 	
[10/11/25 09:59AM] Sender: Delicious, Message: Not working atm, they fixing it	
[10/11/25 09:59AM] Sender: Twigs, Message: Okay wasnt sure if i was doing something wrong lol	
[10/11/25 10:44AM] Sender: Ghijf, Message: Hank	
[10/11/25 10:53AM] Sender: Ghijf, Message: .hey guys	
[10/11/25 10:53AM] Sender: Twigs, Message: Yo	
[10/11/25 10:54AM] Sender: Ghijf, Message: Do u know where to sell items to make some tokens lol	
[10/11/25 10:54AM] Sender: Delicious, Message: Theres a shop at ::shops	
[10/11/25 10:54AM] Sender: Ghijf, Message: I don't have that many op items	
[10/11/25 10:54AM] Sender: Delicious, Message: But it buys more expensive stuff	
[10/11/25 10:54AM] Sender: Ghijf, Message: Like low tier items i mean	
[10/11/25 10:55AM] Sender: Delicious, Message: Can only dissolve those	
[10/11/25 10:55AM] Sender: Ghijf, Message: Not making profit on those gg	
[10/11/25 11:33AM] Sender: Ghijf, Message: Hank	
[10/11/25 11:43AM] Sender: Blayko, Message:  how do we claim donation	
[10/11/25 11:44AM] Sender: Delicious, Message: Should be ::claim i think	
[10/11/25 11:44AM] Sender: Delicious, Message: If it doesnt work dm hank	
[10/11/25 12:26PM] Sender: Ghijf, Message: Realllyyy nigg	
[10/11/25 12:26PM] Sender: Ghijf, Message: I just dissolved all my junk now its double xp	
[10/11/25 12:29PM] Sender: Ghijf, Message: What do light tickets do	
[10/11/25 12:48PM] Sender: Charlene, Message: Redeeming votes bugged ?	
[10/11/25 01:06PM] Sender: Spoon, Message: Anyonme got pvm tickets for sale?	
[10/11/25 01:28PM] Sender: Spoon, Message: Buying pvm tickets!! 1m+	
[10/11/25 01:29PM] Sender: Charlene, Message: Spoon whats your offer ?	
[10/11/25 01:44PM] Sender: Charlene, Message: I got kicked	
[10/11/25 01:44PM] Sender: Spoon, Message: Rip	
[10/11/25 01:44PM] Sender: Charlene, Message: No worries	
[10/11/25 01:44PM] Sender: Charlene, Message: Didt know archers hit so hard	
[10/11/25 01:45PM] Sender: Spoon, Message: Yea i should of said to pray range there	
[10/11/25 01:45PM] Sender: Spoon, Message: Come bcak and we run again	
[10/11/25 01:49PM] Sender: Spoon, Message: Im going to do tickets first as on a timer	
[10/11/25 01:49PM] Sender: Spoon, Message: Do soem easy slayer	
[10/11/25 01:49PM] Sender: Charlene, Message: Kk	
[10/11/25 01:52PM] Sender: Charlene, Message: Where to contribute for server perks ?	
[10/11/25 01:52PM] Sender: Spoon, Message: Do ::perks	
[10/11/25 01:53PM] Sender: Charlene, Message: Ty	
[10/11/25 02:14PM] Sender: Charlene, Message: Ty :)	
[10/11/25 02:48PM] Sender: Charlene, Message: Welcome	
[10/11/25 02:54PM] Sender: Kursed, Message: Hmm	
[10/11/25 02:54PM] Sender: Kursed, Message: Very interesting	
[10/11/25 02:54PM] Sender: 25x, Message: Hmmm	
[10/11/25 03:45PM] Sender: Spoon, Message: Training inv... very slow	
[10/11/25 03:45PM] Sender: History hawk, Message: Spoon where are you?	
[10/11/25 03:46PM] Sender: Spoon, Message: At shops	
[10/11/25 03:52PM] Sender: Kursed, Message: Meh	
[10/11/25 03:59PM] Sender: Hank, Message: Why meh?	
[10/11/25 07:40PM] Sender: Kursed, Message: Lmao why ya tp to me hank	
[10/11/25 07:45PM] Sender: Patetapt, Message: Any refs	
[10/11/25 07:47PM] Sender: Kursed, Message: Nope	
[10/11/25 07:48PM] Sender: Patetapt, Message: Oh k	
[10/11/25 07:50PM] Sender: Skyless, Message: Is this fully released yet?	
[10/11/25 08:10PM] Sender: Kursed, Message: Fully released but still in open development.	
[10/11/25 08:10PM] Sender: Kursed, Message: A lot of kinks to be worked out for sure.	
[10/11/25 08:35PM] Sender: Spoon, Message: Boop	
[10/11/25 08:35PM] Sender: History hawk, Message: Yo	
[10/11/25 08:38PM] Sender: History hawk, Message: Spoon you got owners ring for sale?	
[10/11/25 08:39PM] Sender: Spoon, Message: Nope missing that	
[10/11/25 08:39PM] Sender: Spoon, Message: Only got coll ring 3 lol	
[10/11/25 08:40PM] Sender: Spoon, Message: There ya go	
[10/11/25 08:40PM] Sender: History hawk, Message: Ha the luck	
[10/11/25 08:46PM] Sender: History hawk, Message: Where did you go spoon	
[10/11/25 08:47PM] Sender: Spoon, Message: To ::onyx	
[10/11/25 08:47PM] Sender: Spoon, Message: Trying to raise 50m lol	
[10/11/25 08:48PM] Sender: Spoon, Message: Spent all my money buying pvm tickets	
[10/11/25 09:55PM] Sender: Ghijf, Message: Any1 wanna buy purp p hat	
[10/11/25 10:12PM] Sender: Hank, Message: Ahh	
[10/11/25 10:13PM] Sender: Ghijf, Message: Hank the wank woke up like a tank	
[10/11/25 10:13PM] Sender: Hank, Message: I been on	
[10/11/25 10:13PM] Sender: Hank, Message: 1am	
[10/11/25 10:13PM] Sender: Ghijf, Message: Afk yeah	
[10/11/25 10:13PM] Sender: Hank, Message: Nope	
[10/11/25 10:13PM] Sender: Ghijf, Message: Like every staff they just tp to u to be in d zones and afk than	
[10/11/25 10:17PM] Sender: Blayko, Message:  dont brag	
[10/11/25 10:21PM] Sender: Delicious, Message: I didnt tp to you, im at 600$ donated lel	
[10/11/25 10:21PM] Sender: Delicious, Message: And hank said we are allowed to afk on our main	
[10/11/25 10:21PM] Sender: Delicious, Message: If u dont like, complain to him.	
[10/11/25 10:22PM] Sender: Blayko, Message:  why does it matter, not trynna be rude lol	
[10/11/25 10:22PM] Sender: Blayko, Message:  or just mind your business a lil bitt 0.0	
[10/11/25 10:23PM] Sender: Blayko, Message:  my bad	
[10/11/25 10:23PM] Sender: Blayko, Message:  imma take my own advice :d	
[10/11/25 10:24PM] Sender: Delicious, Message: Wasnt directed to you blay, i just commented on ghijf	
[10/11/25 10:24PM] Sender: Blayko, Message:  nah i just didnt know it was a staff convo	
[10/11/25 10:26PM] Sender: History hawk, Message: Yall nubs come to dk	
[10/11/25 10:27PM] Sender: History hawk, Message: Or dont its dead	
[10/11/25 10:29PM] Sender: God tier, Message: Hard or norm?	
[10/11/25 10:29PM] Sender: Hank, Message: Vet	
[10/11/25 10:30PM] Sender: God tier, Message: Tyvm my laptop suddenly passed the client numbers loading ha	
[10/11/25 10:30PM] Sender: Hank, Message: Ahh	
[10/11/25 10:31PM] Sender: God tier, Message: Its a older laptop doesnt have java 11 it cannot update higher	
[10/11/25 10:31PM] Sender: God tier, Message: Usually all server load on my laptop but sometimes no need java 11	
[10/11/25 10:31PM] Sender: God tier, Message: 1.8 is good for everything	
[10/11/25 10:32PM] Sender: God tier, Message: Any ::refs?	
[10/11/25 10:33PM] Sender: Ghijf, Message: Yes	
[10/11/25 10:33PM] Sender: Ghijf, Message: Walkchaos even i haven't ever seen him here l0l	
[10/11/25 10:34PM] Sender: God tier, Message: Servers new lots work going into it?	
[10/11/25 10:34PM] Sender: God tier, Message: Probably get lots youtubers eventually	
[10/11/25 10:34PM] Sender: Hank, Message: I have him for this week 	
[10/11/25 10:36PM] Sender: Ghijf, Message: Hank	
[10/11/25 10:36PM] Sender: Hank, Message: Yes?	
[10/11/25 10:36PM] Sender: Ghijf, Message: What does light ticket do	
[10/11/25 10:37PM] Sender: Hank, Message: Upgrades legend gear	
[10/11/25 10:37PM] Sender: Ghijf, Message: T6 invention?	
[10/11/25 10:37PM] Sender: Hank, Message: Sorry nvm thinking of somthing else	
[10/11/25 10:38PM] Sender: Skyless, Message: Wheres the globals	
[10/11/25 10:39PM] Sender: Delicious, Message: Ctrl t globals, can check timers in quest tab	
[10/11/25 10:41PM] Sender: Ghijf, Message: Hank	
[10/11/25 10:42PM] Sender: Hank, Message: Sup	
[10/11/25 10:42PM] Sender: Ghijf, Message: Where to see pet list 	
[10/11/25 10:43PM] Sender: Hank, Message: Im making one	
[10/11/25 10:43PM] Sender: Ghijf, Message: I still don't know what rammus do	
[10/11/25 10:43PM] Sender: Delicious, Message: When you equip it, it shows on the summon tab	
[10/11/25 10:44PM] Sender: Ghijf, Message: Oh my	
[10/11/25 10:44PM] Sender: Ghijf, Message: I see now	
[10/11/25 10:54PM] Sender: History hawk, Message: Gz	
[10/11/25 10:54PM] Sender: Ghijf, Message: Slayerboss should be only acces to those who did actual slayer lolm	
[10/11/25 10:54PM] Sender: Delicious, Message: Dupe :p ty tho	
[10/11/25 10:54PM] Sender: Ghijf, Message: The wings not good lol gz	
[10/11/25 10:54PM] Sender: Blayko, Message:  who is the slayer boss	
[10/11/25 10:54PM] Sender: History hawk, Message: Same stats as owner cape	
[10/11/25 10:55PM] Sender: Hank, Message: Ghijf you can kill slayer by your self?	
[10/11/25 10:55PM] Sender: Ghijf, Message: Im doing it	
[10/11/25 10:56PM] Sender: Ghijf, Message: Ok now not alone anymore	
[10/11/25 10:59PM] Sender: Ghijf, Message: Selling purp p hat 1 ingame	
[10/11/25 11:00PM] Sender: Hank, Message: ::giveall purplepartyhat 1	
[10/11/25 11:00PM] Sender: Hank, Message: Opps	
[10/11/25 11:01PM] Sender: Hank, Message: Joking	
[10/11/25 11:01PM] Sender: Delicious, Message: Lmao	
[10/11/25 11:01PM] Sender: God tier, Message: Selling purple phat x1 only 2 in game now	
[10/11/25 11:02PM] Sender: Hank, Message: Selling bis 0 ingame	
[10/11/25 11:02PM] Sender: God tier, Message: Selling nudes of hank hill on discord 	
[10/11/25 11:02PM] Sender: God tier, Message: Will trade for a can of beer	
[10/11/25 11:03PM] Sender: Hank, Message: Hm what kind of beer?	
[10/11/25 11:05PM] Sender: Hank, Message: Have these nuts	
[10/11/25 11:05PM] Sender: God tier, Message: Got em xd	
[10/11/25 11:05PM] Sender: Ghijf, Message: Grow some hair	
[10/11/25 11:05PM] Sender: Hank, Message: ....	
[10/11/25 11:05PM] Sender: God tier, Message: Im 12	
[10/11/25 11:05PM] Sender: Hank, Message: Im 3	
[10/11/25 11:09PM] Sender: Ghijf, Message: Hank	
[10/11/25 11:09PM] Sender: Ghijf, Message: Number 1-20	
[10/11/25 11:09PM] Sender: Hank, Message: 6	
[10/11/25 11:09PM] Sender: Ghijf, Message: Foooo	
[10/11/25 11:09PM] Sender: Ghijf, Message: Bond 	
[10/11/25 11:09PM] Sender: Blayko, Message:  yoshii is my vet acc	
[10/11/25 11:10PM] Sender: Ghijf, Message: I knew i would chose 14	
[10/11/25 11:10PM] Sender: Hank, Message: Just dont trade items over	
[10/11/25 11:10PM] Sender: Yoshii, Message:  bet	
[10/11/25 11:11PM] Sender: Hank, Message: Remeber i can see all trade logs pm and chat msges :p	
[10/11/25 11:11PM] Sender: Yoshii, Message:  no worries	
[10/11/25 11:11PM] Sender: Hank, Message: I let some things slide ppl talking about the server but still paly	
[10/11/25 11:12PM] Sender: Yoshii, Message: I can donate for this acc after my bets hit tomorrw :d	
[10/11/25 11:14PM] Sender: Blayko, Message:  damn slayer champ got alot of xp lmaoo	
[10/11/25 11:14PM] Sender: Ghijf, Message: I said u can do it	
[10/11/25 11:14PM] Sender: Ghijf, Message: Gl on bones	
[10/11/25 11:15PM] Sender: Blayko, Message: -,- now why would you say that sht	
[10/11/25 11:15PM] Sender: Ghijf, Message: Hank can see every chat log awsome imma talk to myself at instances l0l	
[10/11/25 11:15PM] Sender: Ghijf, Message: Instances l0l	
[10/11/25 11:21PM] Sender: Ghijf, Message: Scam	
[10/11/25 11:21PM] Sender: Blayko, Message:  what happened lol	
[10/11/25 11:21PM] Sender: Ghijf, Message: Im getting peanuts	
[10/11/25 11:31PM] Sender: Blayko, Message:  its gonna take me 41 .6 mins to kill the rest of the champion lmao	
[10/11/25 11:31PM] Sender: Blayko, Message:  gonna go poop	
[10/11/25 11:32PM] Sender: Ghijf, Message: Lmao u still there ahahha	
[10/11/25 11:37PM] Sender: Blayko, Message:  ruby now	
[10/11/25 11:37PM] Sender: Ghijf, Message: Nice	
[10/11/25 11:50PM] Sender: Ghijf, Message: Where u get these pacxks from lol	
[10/11/25 11:52PM] Sender: Charlene, Message: Globalboss	
[10/11/25 11:52PM] Sender: Tin, Message: Where king	
[10/11/25 11:52PM] Sender: Ghijf, Message: Omg this is sunch a scam	
[10/11/25 11:52PM] Sender: Charlene, Message: ;;dk#	
[10/11/25 11:52PM] Sender: Ghijf, Message: I just wasted 2 days at slayer to find out sanguine arm is free	
[10/11/25 11:53PM] Sender: Ghijf, Message: I bough the full slayer set and sanguine has same stats	
[10/11/25 11:53PM] Sender: Ghijf, Message: Slayer is timewaste	
[10/12/25 12:34AM] Sender: Charlene, Message: Where can i get a pick axe for the afk zone pls	
[10/12/25 12:34AM] Sender: Ghijf, Message: Shops just klick on woodcutting skill	
[10/12/25 12:35AM] Sender: Ghijf, Message: Get coins not tokens	
[10/12/25 12:35AM] Sender: Charlene, Message: Ty	
[10/12/25 01:56AM] Sender: Ghijf, Message: Any1 knows a way to make $$	
[10/12/25 02:11AM] Sender: Delicious, Message: Ill just grind slayer/bosses & globals tbh its good $$	
[10/12/25 02:12AM] Sender: Ghijf, Message: Gl on slayer not worth trust me	
[10/12/25 02:12AM] Sender: Ghijf, Message: I bet u havent done slayer than	
[10/12/25 02:12AM] Sender: Delicious, Message: Just camping mobs for cases	
[10/12/25 02:12AM] Sender: Ghijf, Message: Best way to make money is afk 	
[10/12/25 02:12AM] Sender: Ghijf, Message: Use bones on altar and u get best way to receive caskets	
[10/12/25 02:13AM] Sender: Delicious, Message: Rly?	
[10/12/25 02:13AM] Sender: Ghijf, Message: Yes	
[10/12/25 02:13AM] Sender: Delicious, Message: Isnt that skills/xp based	
[10/12/25 02:14AM] Sender: Delicious, Message: Cause only lvling up gives cases	
[10/12/25 02:14AM] Sender: Delicious, Message:  & random mobs	
[10/12/25 02:14AM] Sender: Ghijf, Message: Naa	
[10/12/25 02:14AM] Sender: Ghijf, Message: I had 6elite cases and i upgrtadeed em	
[10/12/25 02:15AM] Sender: Delicious, Message: Kk guess ill use bones on altar when i will prep lunch	
[10/12/25 03:56AM] Sender: Ghijf, Message: Whats every1 doing	
[10/12/25 04:50AM] Sender: Ghijf, Message: Spooin?	
[10/12/25 05:42AM] Sender: Charlene, Message: Where to exchange afk tokens pls ?	
[10/12/25 05:44AM] Sender: Spoon, Message: Morning	
[10/12/25 05:49AM] Sender: Charlene, Message: Gz	
[10/12/25 05:49AM] Sender: Spoon, Message: Ty	
[10/12/25 05:53AM] Sender: Ghijf, Message: From all the items from supreme i get 100k tok pack	
[10/12/25 06:05AM] Sender: Ghijf, Message: Yo	
[10/12/25 06:05AM] Sender: Ghijf, Message: Tp to mer	
[10/12/25 06:21AM] Sender: Ghijf, Message: Omg	
[10/12/25 06:21AM] Sender: Ghijf, Message: Sapphire rocks doesn't even works	
[10/12/25 06:24AM] Sender: Spoon, Message: Go to ::sapphire	
[10/12/25 06:24AM] Sender: Spoon, Message: See if they work there	
[10/12/25 06:25AM] Sender: Ghijf, Message: I think i didn't tried that	
[10/12/25 06:25AM] Sender: Spoon, Message: Nope they dont	
[10/12/25 06:25AM] Sender: Ghijf, Message: Told u	
[10/12/25 07:59AM] Sender: Spoon, Message: Where you getting all these caskets? :o	
[10/12/25 08:00AM] Sender: Ghijf, Message: Had 1 and gave me bond lmao bough 2 and got luck asf	
[10/12/25 08:00AM] Sender: Ghijf, Message: Luck over now xd	
[10/12/25 08:00AM] Sender: Ghijf, Message: Aight xd that was my weekly luck i guess	
[10/12/25 08:01AM] Sender: Ghijf, Message: Going eat some now	
[10/12/25 08:19AM] Sender: Charlene, Message: Ghij	
[10/12/25 08:20AM] Sender: Charlene, Message: Sell me aura vpls ?	
[10/12/25 08:36AM] Sender: History hawk, Message: Anyone come to ::dk?	
[10/12/25 08:57AM] Sender: Spoon, Message: Hello you beautiful beans	
[10/12/25 09:26AM] Sender: Spoon, Message: Welcome!	
[10/12/25 09:27AM] Sender: Moonpie, Message: Hi	
[10/12/25 09:33AM] Sender: Hank, Message: How are you doing moonpie	
[10/12/25 09:36AM] Sender: Spoon, Message: Boop	
[10/12/25 09:44AM] Sender: Moonpie, Message: Sorry grinding bf6 while doing this xd 	
[10/12/25 09:44AM] Sender: Spoon, Message: All good!	
[10/12/25 09:47AM] Sender: Spoon, Message: How do i get this poison milk for the quest lol..	
[10/12/25 09:49AM] Sender: Spoon, Message: Nvm found it	
[10/12/25 09:56AM] Sender: Ao, Message: Hooker pet needs to have some bonuses..	
[10/12/25 09:57AM] Sender: Hank, Message: Hooker dont desver bonuses :p	
[10/12/25 10:09AM] Sender: Justin, Message: Still cant claim votes?	
[10/12/25 10:10AM] Sender: Ao, Message: Not yet but huge update coming soon 	
[10/12/25 11:26AM] Sender: Ghijf, Message: Update?	
[10/12/25 11:32AM] Sender: Ghijf, Message: Wb	
[10/12/25 11:33AM] Sender: Hank, Message: Thanks	
[10/12/25 11:57AM] Sender: Ezpz ghijf, Message: Spoon	
[10/12/25 11:59AM] Sender: Ezpz ghijf, Message: Test	
[10/12/25 12:02PM] Sender: Ezpz ghijf, Message: Wow u don't answer me but for a trivia u do	
[10/12/25 12:02PM] Sender: Ezpz ghijf, Message: Nice staffhelp	
[10/12/25 12:03PM] Sender: Spoon, Message: Sorry i was letting my dog out i didnt see that	
[10/12/25 12:03PM] Sender: Spoon, Message: And talking on discord	
[10/12/25 12:03PM] Sender: Ezpz ghijf, Message: Hank	
[10/12/25 12:03PM] Sender: Ezpz ghijf, Message: U here	
[10/12/25 12:03PM] Sender: Hank, Message: Yes	
[10/12/25 12:03PM] Sender: Ezpz ghijf, Message: Are u on the rift client?	
[10/12/25 12:03PM] Sender: Hank, Message: No	
[10/12/25 12:03PM] Sender: Ezpz ghijf, Message: Won't let me open i have latest java tbh	
[10/12/25 12:04PM] Sender: Hank, Message: Its being worked on	
[10/12/25 12:04PM] Sender: Ghijf, Message: So why release a broken client it looked like a rat file for me	
[10/12/25 12:05PM] Sender: Spoon, Message: Rift is working for me..	
[10/12/25 12:05PM] Sender: Hank, Message: It worked fine when opening on the vps 	
[10/12/25 12:06PM] Sender: Spoon, Message: Right going for a shower brb all	
[10/12/25 12:08PM] Sender: Ghijf, Message: Btw lava speed paxe doesn't do anything	
[10/12/25 12:09PM] Sender: Ghijf, Message: So i bet everything else from afk shop is just worthless rn	
[10/12/25 12:10PM] Sender: Ghijf, Message: 0 o btw hank	
[10/12/25 12:10PM] Sender: Ghijf, Message: Hank	
[10/12/25 12:10PM] Sender: Ghijf, Message: What does light ticket do???	
[10/12/25 12:56PM] Sender: Thecyb, Message:  can someone help at dk 	
[10/12/25 01:02PM] Sender: Ghijf, Message: Hey im at dk	
[10/12/25 01:05PM] Sender: Charlene, Message: Cant claim votes ?	
[10/12/25 01:06PM] Sender: Ghijf, Message: Vote still not fixed u gta pm staff 	
[10/12/25 01:07PM] Sender: Charlene, Message: Any staff online ?	
[10/12/25 01:08PM] Sender: Ghijf, Message: U better pm on disc	
[10/12/25 01:08PM] Sender: Ghijf, Message: Spoon is always afk test is test acc and hank is afk	
[10/12/25 01:09PM] Sender: Ghijf, Message: Aight gn	
[10/12/25 01:10PM] Sender: Charlene, Message: Gn	
[10/12/25 01:11PM] Sender: Charlene, Message: Whats your offer ?	
[10/12/25 01:33PM] Sender: Charlene, Message: Where is afk shop pls ?	
[10/12/25 01:41PM] Sender: Thecyb, Message:  at ::afk ? 	
[10/12/25 03:48PM] Sender: Bishop, Message: Votes still down?	
[10/12/25 03:50PM] Sender: Kursed, Message: Seems that way.	
[10/12/25 03:56PM] Sender: Kursed, Message: Sup	
[10/12/25 07:49PM] Sender: Blayko, Message:  hello people	
[10/12/25 07:53PM] Sender: Blayko, Message:  everyone afk?	
[10/12/25 08:29PM] Sender: Blayko, Message:  anyone here?	
[10/12/25 08:31PM] Sender: Blayko, Message:  fuck me	
[10/12/25 08:37PM] Sender: Blayko, Message:  anyone know where to get poisoned milk	
[10/12/25 08:45PM] Sender: Blayko, Message:  yall suck\	
[10/12/25 09:34PM] Sender: Dox, Message: Good evening	
[10/13/25 04:58AM] Sender: Ghijf, Message: Im back guys	
[10/13/25 05:05AM] Sender: Ghijf, Message: Any1 up for some fast globals?	
[10/13/25 05:06AM] Sender: Ghijf, Message: Aight im at dk	
[10/13/25 05:08AM] Sender: Ghijf, Message:   ::n	
[10/13/25 05:08AM] Sender: Ghijf, Message:    ::nm	
[10/13/25 05:37AM] Sender: Ghijf, Message: Welcome	
[10/13/25 05:38AM] Sender: N e a, Message: Howdy 	
[10/13/25 05:47AM] Sender: N e a, Message: Is there any ref code	
[10/13/25 05:48AM] Sender: Ghijf, Message: Yes i did walkchaos i think	
[10/13/25 05:53AM] Sender: N e a, Message: Ah is there like starter tasks or smth 	
[10/13/25 05:53AM] Sender: Ghijf, Message: Yes ::startertasks	
